Key,Value
0.0,0.20274729506184722
0.001,0.20275567763949398
0.002,0.20276561471687732
0.003,0.2026995700663465
0.004,0.20281344310291818
0.005,0.202755679238483
0.006,0.20281077323948232
0.007,0.20276410746558
0.008,0.20276353858791218
0.009,0.20275567753309554
0.01,0.20275567799815536
0.011,0.2027926404113969
0.012,0.20276587812495325
0.013,0.20280296816793966
0.014,0.20275567805041406
0.015,0.20281308597096398
0.016,0.20274448183517532
0.017,0.20281655599985066
0.018,0.2027556790106193
0.019,0.2027651636451231
0.02,0.20274636470643997
0.021,0.20272109145810913
0.022,0.20271010790340002
0.023,0.20280854561244352
0.024,0.2027574032698591
0.025,0.20270284107813008
0.026,0.20271047325993016
0.027,0.20275567928369181
0.028,0.20276267415845506
0.029,0.20275567935207434
0.03,0.2027619928286933
0.031,0.2027217459127434
0.032,0.20273127546766415
0.033,0.20272378120070508
0.034,0.2027366713603438
0.035,0.20277524266056468
0.036,0.2028085611462788
0.037,0.2028072439553694
0.038,0.20275567673884112
0.039,0.20285166500981372
0.04,0.20285824883088419
0.041,0.20285094947007884
0.042,0.20284608661038558
0.043,0.2028630642431296
0.044,0.2027802681893052
0.045,0.20288643910250123
0.046,0.20276655426358045
0.047,0.20279270613801623
0.048,0.20288424372197394
0.049,0.2027445762729678
0.05,0.20276672676721316
0.051,0.2026498296195148
0.052,0.20279647403490342
0.053,0.20287560795074774
0.054,0.2027556774803374
0.055,0.20280230204762992
0.056,0.20275567682283
0.057,0.20275568156499546
0.058,0.20275567879316916
0.059,0.20275567558755409
0.06,0.2027267811173425
0.061,0.20272418200420853
0.062,0.2027556754219467
0.063,0.20271225797119302
0.064,0.2027140392618559
0.065,0.20275567784689452
0.066,0.2027875389806098
0.067,0.20275567871886455
0.068,0.2027492152068523
0.069,0.20275632777759517
0.07,0.20283851866681735
0.071,0.2027609738712995
0.072,0.2027556781690362
0.073,0.2027204808859299
0.074,0.20276063802826008
0.075,0.20272382454277046
0.076,0.20275567967862188
0.077,0.20278094521792092
0.078,0.20272928027290674
0.079,0.20276045095367423
0.08,0.20277183328778758
0.081,0.20275567826114468
0.082,0.2027708398454661
0.083,0.20276617312143164
0.084,0.20275567819232437
0.085,0.20274931664650125
0.086,0.20275567985487436
0.087,0.20275482772504516
0.088,0.20275662881336018
0.089,0.20273294099485226
0.09,0.20272580809715585
0.091,0.2027266366768986
0.092,0.20273240389046238
0.093,0.20276056963555705
0.094,0.20276076329854242
0.095,0.20276317324863807
0.096,0.20190617602476973
0.097,0.19989644202468643
0.098,0.20275567805379693
0.099,0.20275567615929452
0.1,0.20275567659928465
0.101,0.20275567843690293
0.102,0.20274550127349308
0.103,0.20277178729156067
0.104,0.2027556783871894
0.105,0.20275567748548365
0.106,0.20275567866257954
0.107,0.2027556763206285
0.108,0.20275567854443785
0.109,0.20281997180836497
0.11,0.2028198247509028
0.111,0.2028133189595333
0.112,0.20278811866511473
0.113,0.20292037930197465
0.114,0.20275567904682418
0.115,0.2029366757836978
0.116,0.20292907112693326
0.117,0.2029262745506724
0.118,0.2027260893263741
0.119,0.20292338301570367
0.12,0.2027200843948534
0.121,0.2028021711850147
